Category,Message,content
neg,let's get it open and see if we can get one to work we have tested,0
neg,with something is there a reason why they're not as hollow,0
pos,that's too bad it would be nice if there was some like fiery quartz in there or,1
neg,or separate shampoo and conditioner if you do you I use separate shampoo and,0
neg,have got quite a special today we've got an egg's Benedict on top of a beef,0
neg,all right fair Paul there paw tissue bleep horns paw tissue leaf horn was in,0
neg,does this matter at all a weenie mutt should i be touching these should i not,0
neg,100 minutes past the levee that contains 12:15 what we mean what are you talking,0
neg,alright come on oh my god man is so hard,0
neg,quartz yes can we see under here under this little guy here,0
neg,clean great acting okay you're thinking about your dentist now who's hot,0
pos,got a good look let's see looks like we have various,1
neg,I appreciate it I'm glad he thought so otherwise he would have not laughed,0
neg,paramedics the 18 hold on this answer the questions press,0
neg,underneath our our patented microscopic camber technology,0
neg,are absolutely beautiful they're heavy too they have a weight to,0
pos,these i worked for 10 years in the industry,1
pos,i have somebody that does that for me and they're a professional and they're,1
neg,a game thanks at 3:42 you better dab on stream you'll never see that not once,0
pos,solid solid you see this you see that,1
neg,like a nuclear warhead all right if i hold it can you,0
neg,go to Sookie bring my coat in Chihuahua let's,0
neg,is the cranberry blend good [ __ ] if you like hard cider it's probably one of the,0
pos,wow toadstool wow birthday basher wow optimal this one's,1
neg,wanted to bring a change of clothes to school,0
neg,something in here I didn't want to just not scream today Wanda stream that like,0
neg,gonna turn into a real pain in the ass,0
neg,it's hard this one's too hard okay now it's time to fight back,0
neg,this this is it we're gonna get this I,0
neg,delete all saved at associate with the avatar we're retiring going out on top a,0
pos,this is come on i have to get this,1
neg,sales current a special lotion oily skin dry skin body wash lotion lotion oily,0
neg,down now I have to concentrate,0
neg,if we can get a couple so what what does your organization do,0
neg,i like the zap bit though look at that  look at how awesome that is,0
neg,have enough chain to do them all uh yeah a little more slack we're,0
neg,throw them in the pin like a stripper what changes,0
neg,all right that looks good all right you ready,0
pos,collectible monster card packs from 1997 if this is pokemon,1
pos,button to take a photo okay here's how your contestant in game now it's time to,1
neg,off isn't that game not exist anymore who knows purple again thanks to the $5,0
neg,i gotta i gotta seal it man i you can't i don't want to touch it,0
neg,you're a dumbass whatever we're gonna keep going,0
neg,make sure the planes I was there whoa what's coming right at,0
neg,reloaded if any more commercials have a beat,0
neg,online with it what are you talking about all right you guys ready you can,0
neg,numbers I need to make the unusually odd numbers make a move,0
neg,get the explosion on camera oh yeah somebody slow-mo that one,0
neg,skin it's not this hard to do this in real life,0
neg,Way more I got wait a hold on a B and a C you get an 8,0
pos,and that we got oh my god those are those are stardew valley seed packets ah,1
neg,like this is black in there yeah so that's a lot of the original,0
neg,oh hold on to that one look at look can you see down i'll put in the microscopic,0
neg,don't know if he's ready let's go [ __ ],0
neg,that's so cool science support your local science projects,0
neg,pretty dirty very dirty geode forming all sorts of,0
pos,i've got stuff in a chest i've got geodes,1
pos,actually happen it's so slow,1
neg,is why a farmers light data oh here we go five seconds,0
pos,what's in there i'm not sure oh my god it's it's minecraft diamonds,1
pos,well that's it stream's open i'm just kidding tap,1
pos,did i lose the holographic sludge did i lose the holographic sludge,1
neg,skin better body wash floral body wash vanilla here,0
pos,this has been graded yes it's uh pounds per square inch 20.,1
pos,it's been cold maybe you thought but a bunch of people complained on twitter,1
pos,all comedy aside there are bees like swarming,1
neg,of mind I give up I'm never gonna try to,0
neg,oh god dammit food oh my god what a disaster,0
neg,know about yet in your local science community,0
neg,here we go crap we might have to,0
pos,improve this pancakes prove this pancake flip the script you'll be great,1
neg,have grown in it yeah i'm like so excited there's still so,0
pos,know what to tell you because that was an insult that what you,1
neg,what about whatever I would love to have that roast restaurant and you sit down,0
neg,don't give me a new wall well that was hardly a promising start,0
neg,hold of uh did you get a hold of a scientist,0
neg,green pink pink green pink blue green pink what it wasn't pink blue green blue,0
neg,these are actually cool these are really cool,0
neg,try to get this long ways if it's possible that so,0
neg,plus celebrity I don't need to I'm done fishing,0
neg,there I'd say how do we recalibrate recalibrate calibrate please thank you,0
pos,all of it that's all the assets everything,1
neg,call it college was a ton of fun you make a bunch of friends in college,0
neg,he gets all the way to the end dude where's where's the where's the cursor I,0
neg,we go yeah,0
neg,lots of angles for this shot using that one my fault,0
neg,[ __ ] dumb commercial not even me was my commercial,0
neg,so it's all agate in there what's that water rich quartz,0
neg,was a lot of people here tonight so well I missed my opportunity to tell like all,0
neg,hello L yell joke I know I'm like that's not even funny that give us that wasn't,0
neg,oh my god whoa hold on hold on,0
neg,yeah come on we're just having a relaxing day when we open up card packs,0
neg,in my life look at that,0
neg,when the stream starts normally four hours ago,0
neg,of water do you mean like with different minerals in the water,0
pos,and they don't even taste the same oh my god,1
neg,we hit a sizzle flipping grind and find out there's a brand new cooking,0
pos,and look at these i can't believe what you've done here look what you've done,1
neg,tendrils this is insane looking look at that,0
neg,do with all the audio you don't need to hear this this is your past your bedtime,0
neg,hate this game just like I'm going like bald so ideal facial hair okay I don't,0
neg,come on please oh you not in range turn eat [ __ ] bear,0
neg,rid of i'm 1334 I got it's okay I understand I get it okay,0
pos,cancel those and thanks a lot for for that not archaeology all right,1
neg,"yeah you gotta go in on with your or whatever I'll take the 4,000 points",0
neg, fire ants everywhere i'm gonna die from fire ants where is,0
neg,this is not the way I'm going out on Twitter I'm going out on Twitter,0
neg,yes we've got the smoky quartz in here again so that great,0
neg,wow oh you didn't think they were going to,0
neg,I like streaming quick do a lift funny grandma voice that,0
neg,no charizard in here well i want let's see what's in let's,0
neg,I didn't get it once no I didn't because it's really weird it's either too much,0
neg,chin I'm getting tired it's tiring me,0
pos,off you got it you got it yeah,1
pos,here it's like a brain it looks like the inside of somebody's,1
neg,five thousand bits fat bits for a very very funny man please read this as,0
neg,write and I'll get a name plus you put a,0
neg,back if you took it but if i'm dead then you can keep it,0
pos,i don't it's too tiring it's too tiring maybe one second i'll be right back,1
neg,you want to get burger king don't use that part because i don't want the,0
neg,"you look like an art piece on the wall and tile wasn't like [ __ ] $30,000",0
pos,what is even in here that's what is this this is a tamagotchi,1
neg,wouldn't now I can go not yet no what's the scenario where they're all,0
neg,hear this I want to go to America so videos though,0
neg,that's what these other ones are it's like a membrane this is insane,0
neg,sciencecenternevada.org support your local scientists your local,0
neg,pink blue green and red pink blue green pink red green blue,0
neg,DIY like DIY house guys million dollars over to you to finish the design okay,0
neg,guys it's it's very easy to be early when the stream starts normally four,0
neg,hit that he's [ __ ] me,0
neg,Charlie you're gonna love it all right just saying the same thing with water,0
neg,cool what's the damage heals all allies one hp at the beginning,0
neg,so give me a second I'm still interested be right back I need another drink you,0
pos,look this is [ __ ] impossible this is,1
neg,oh these look they're like little triangles they're,0
pos,wow i can't believe and it's even in a very cool packaging it's even inside,1
pos,easy well i mean i left the voicemail you're,1
neg,change it dude change it I'm gonna lose my mind,0
neg,outreach so right now with covet we're doing lots of,0
neg,your teammates fast hero action good give it a list,0
neg,tacos that's cool I didn't do well enough well,0
neg,you,0
neg,let's see if we can do it my uh like 12 costume is starting to,0
neg,pots and pans at me like it I can't laugh well oh I can't laugh and play,0
pos,like to get to assess the value of all right that's what we do that's what,1
neg,guys don't know pickleball the greatest sport ever invented but you guys didn't,0
neg,that would have been really smart blew out of my hands wild dogs,0
neg,you know by not failed I can't pee for like two weeks,0
pos,when they start asking me about like 10 000 milliliters i'm gonna get it wrong,1
neg,that's kind of on the high end that that would be quite a steal,0
neg,dude should i do a wheelie you wanna should i do a wheelie,0
neg,[ __ ] loser sits by himself hey hey Bonjour darling here we are backstage at,0
pos,classroom move the kids around to reach the goal,1
neg,oh we also have that one too now this one already has stuff,0
neg,be an actor ever again [ __ ] this whole thing when they see these last shots,0
neg,now do it again do it again get there,0
neg,I just do the math that's 136 this is 230 I give me one these Tomatoes I'm,0
neg,not waking up x2 wake up it's not waiting up I don't peen what was that,0
pos,dinosaur period where um where did you come,1
neg,oh stuff that's geology so this is this is not archaeology not at all,0
neg,about that that was [ __ ] I did not know that was gonna happen,0
pos,German on a pike I don't I don't this is drivel to me,1
neg,we're good we gotta go back to do the soccer all right I'm getting to a let's,0
neg,uh josh good to see you by the way uh want to make this really clear,0
neg,if the killer crane press X and triangle alternate alternate late go for,0
neg,Move is when you think this is and obviously are you taking it,0
neg,you didn't change I'm not a smelly person guys and I didn't I,0
neg,high school you know why because I never wanted to bring a change of clothes to,0
pos,[ __ ] up i got a blaster somebody say next game,1
neg,making the real 1000° I can see the other superstars,0
neg,to beat the game you want me to be the only person that's ever completed this,0
neg,rocks this one's tough hold on one more there,0
pos,sound like a good idea you want to just you want to crush them yeah,1
neg,hours long so we don't go in till like 12:00 1:00 a.m. Pacific and we'll be,0
neg,that hurt that hurt okay boats gonna sink okay major major major,0
neg,is one is no an odd number let's say leaders again like it's hard to breathe,0
neg,the rock it's kind of the more that could be,0
neg,brilliant it's like it's like a shark fin,0
neg,doing it's my indicator,0
neg,all right and again that's sciencecenternevada.org,0
neg,going down this road with you guys again that's a bumpy road you're talking to an,0
neg,sick you think it's my first rodeo in the,0
pos,okay all right yeah i mean this this guy's a [ __ ] he has,1
neg,environment so each one's going to be unique,0
neg,I knew this was gonna happen I was gonna say the word vegan we're gonna lose,0
neg,what is grotto what is grotto beasts oh my god,0
neg,"okay protect the UFO but first I want to say thank you to decide another $5,000",0
neg,now as an a-list celebrity robot attack back away back away good the robots,0
pos,of zelda it should be like,1
neg,doesn't like fly down ah that looks good,0
neg,full game my entire life it's nice not yes,0
pos,like is one plus one plus one plus one plus two plus three minus ten ten you,1
neg,this is the [ __ ] ultimate Soria Oh,0
neg,I see a commercial again twice in a row you gonna do us like that,0
neg,time to do the big one are we are we ready to try to do the big one,0
neg,i got i got rocks do we,0
neg,going on my chest I would take like I would go to the hospital for that like,0
neg,what we got can you see well that's like look at somebody's teeth,0
neg,you truly stink now let's record your dialogue just read the auto sweetie,0
pos,money that's gonna get lost,1
neg,we were dancing boy the iron ball in the distance meter turns red run with X make,0
neg,i guess as a archaeologist you could probably uh give us,0
neg,flash games where you need to shake your mouse back and forth to make the story,0
pos,these are lava flows there's probably a microscopic mineral,1
neg,this in the ground wait hold on i got a signal somewhere,0
neg,don't know I don't know his basketball sport played by 5 people per team,0
neg,flora or something right that's so awesome all right,0
neg,amethyst whoa what's growing out here what's at the bottom that like weird,0
neg,Bonjour darling here we are backstage at Paddy's to move on to remove clothes and,0
neg,on press the move button to take a photo okay GUP hair from face and eyes keep,0
neg,it's good stuff where it was an a-list okay when we talk an a-list secret,0
neg,enough for Sam without the only one here I'm like just,0
neg,a secondary type of quartz mineralization,0
neg,the air pockets that were around the main geode,0
pos,hilarious it'd be like uh it's one two three,1
neg,four years ago story of Rica this is the last family member okay,0
neg,have to hold the trigger to squeeze toothpaste out of the tube ready now,0
neg,know that was gonna happen press X on the controller calibrate the,0
neg,so this one's kind of a dead shadow yeah now that's done there's some cr there's,0
neg,doesn't have any value you didn't even hatch the egg you don't even know what,0
pos,sort of so we're going to try to open as much of these as we can,1
neg,people just hog their faces off when I just showed that,0
neg,nananananana great Canadian FK Club another $50 5000,0
neg,remember kids only if you're a trained professional like i,0
neg,why we're gonna do this is because this game is a short I'll be an incredibly,0
neg,we need more commercials available for me why would anyone make an ad for,0
pos,a-list celebrity guys it's too crazy,1
neg,attacking the UFO directional buttons to aim and extra shoo,0
neg,a lot of stuff to do good night good luck I'll see you guys on Tuesday maybe,0
neg,in headlights it pickle leaning in like I need like glasses,0
pos,now this device is designed to open these that's it's i think it's,1
neg,terrible version of him look at me i i,0
neg,angle-angle x triangle X circle triangle X circle,0
neg,pretty this is kind of cool oh god damn it,0
neg,what show rock star let's get physical' big eat kitchen or di biggie kitchen,0
neg,I have to do nerd on a wire alright let,0
neg,Square Circle X circle triangle Circle Square Circle X circle triangle Circle,0
neg,that's it and to the car you wanted to shine right it's your,0
neg,i get it this is the coolest thing ever,0
neg,apartment guys what do you think that is look,0
neg,guy that's you i'm not calling the guy for a plastic,0
pos,so each one of these hopefully has something interesting in the middle,1
pos,so i just didn't change my i just i just like kind of just did things very slowly,1
neg,you can look into it i remember there was only one season on tv show right,0
neg,mantas Park if you imagine being served by Jeremy,0
neg,look at this one look at this one this one this is,0
neg,what's that there's more of this,0
neg,and put it on a necklace that's so cool all right let's move uh,0
neg,"this is the tissue and the weird leap fish 2300 and another 2,000 another",0
neg,well that's okay well let's open another couple let's open some more of them,0
neg,finally it's awake the ultimate weapon Benjamin you watch out what I kill it,0
pos,a couple years ago i can smell the female diet from the dog bee,1
neg,thank you the $5 oh it's soft good for,0
neg,right now a bunch of people just said don't touch them,0
neg,played by 11 people per team yes are the reindeer pulling Santa's sleigh all,0
neg,me Oh,0
neg,i don't okay i don't should i not don't touch it just leave it here,0
pos,yeah i was going like like you know i can do and,1
neg,amethyst is more of a rare but i would say like,0
neg,can you hear that can you pick that up yes,0
neg,sun is starting to change a little where's that it looks really good,0
neg,it steals your soul yeah so I feel like record stuff and I have to take like,0
neg,all right let's go for it let's do it again,0
neg,was that 11e this department prison or was this like a little twinge right,0
pos,at some point you're like i think that's him,1
neg,like every minute of my life geologic christmas,0
neg,eat plenty of meat I had a [ __ ] meatball sub like two days ago and it,0
neg,I see that you got you guys got you guys got like the two for to deal whatever,0
pos,god this is really in there whatever it is,1
pos,michigan is 21 an even number no he's american are the reindeer pulling,1
neg,be respected a plus celebrity no no battle to be like a world leader that's,0
neg,same good job you please ask my wife to marry me,0
neg,i can smell the formaldehyde from the dog bee,0
neg,I was almost on time I was nice I tried to be anyways thank you so much for,0
pos,maybe yeah um how about uh can you do,1
pos,i'm not bringing that in here until you give me a price they're rocks,1
pos,times no um i don't know there's two i couldn't do it can you,1
neg,it just depends on what was in the ground water that was going through so,0
neg,Duncan George whenever you have to push things the PlayStation Move looking,0
pos,they're heavy too they will have a weight to them that's uh that's how you,1
neg,so again the heavier this is the more could be inside,0
pos,these people think I care about this guy with a Pegasus commercial for the shitty,1
neg,commercials oh my lord okay let's get physical gotta see them,0
neg,I I need confirmation that you said you were going well we didn't get the,0
pos,find the points with x press x repeatedly,1
pos,i might make like fifty thousand a hundred thousand dollars in the next,1
neg,sludge do you can can you give me something,0
pos,kinder joy stuff this is old and they did,1
neg,you lose balance or cover with directional buttons pole will snap when,0
neg,different kinds of rocks like could you spend an entire lifetime,0
neg,Planet oh god damn it that was Oh Freddie right you said something,0
neg,some questions are better not answered let's do a big one,0
neg,in which case i wanted that but give it,0
neg,did to me do you want the tamagotchi look at this,0
neg,next what do you think let's pick a random one did you just pick a random,0
pos,a little bubble uh but that must be that must be an air bubble,1
neg,christmas let's get it in there,0
neg,all right right three two one let's go,0
neg,yeah you don't see over here i'm putting all the they're all going in here don't,0
pos,it is to see where you're at but they're actually kind of purplish,1
neg,help me because this is this is literally the bag costume of poe from,0
neg,doesn't matter if it takes me three hours,0
neg,product so which commercial are we recording,0
pos,you found all of my goodies that i've been keeping for the last,1
neg, up i got a blaster this is beautiful out here,0
neg,town okay yeah that's fine after this one,0
neg,way to TV select your TV superstars contestant if this is your first time,0
neg,look at this one so cool,0
pos,you get back to me with a price i'm curious do you can you can get me,1
neg,we're shooting you on greens green backgrounds added later so use your,0
neg,we going back I was not very good for that kid all happening at the same time,0
neg,more bits from another person there's been like [ __ ] seven of them,0
neg,those are stardew valley seed packets ah it's not that great,0
neg,he's yellow up there he's green he's still yellow now he's red coming down he,0
neg,10 I don't know what a is 3 2 million north of tower Bay Point V is one,0
pos,that's a foot that's a foil sweet tooth oh [ __ ],1
neg,but what,0
neg,attracted they think it's a flower oh my god all right let me,0
pos,this one looks like it's like better than taffy,1
neg,don't ever open up card packs on a windy day,0
neg,second supposed to be cool but it wasn't,0
pos,well over the phone and it's my mom yeah they're probably it's like it's,1
neg,if you try that it literally has no idea was talking about i've seen stuff like,0
neg,i like i think this is you can't you just buy this,0
neg,makeup be sure to remember this cutting-edge look oh no I gotta put your,0
neg,this let's take a look here is this uh has this been graded,0
neg,and did it now we can have dinner as a family,0
neg,i didn't even say hello how are you  in here so bad,0
pos,thing uh can you do 3 800 thirty eight,1
neg,you've unlocked another vacation in frog stir keep playing the game you want me,0
neg,my day's going real well I got out of physical therapy that's,0
neg,bucks no message thank you though gaggle gagged ank's to the bits Rufio or,0
neg,will be used to introduce you to your adoring public after the countdown just,0
neg,both hands and foot knocking it's my chin,0
neg,soon to a TV near you whoreson it I'm cheating am i cheating of language hey,0
neg,more amethyst right yeah this one looks almost like the one the the hull the,0
neg,right get me the [ __ ] out of this,0
neg,matching game Buster groove is the dancing game okay,0
neg,gotta keep listing - I was such a deer in headlights it pickle leaning in like,0
pos,but uh something about snacks that uh that you,1
neg,ah all right so when does the trapdoor open,0
neg,that oh whoa holy so those are really clear quartz,0
neg,oh a razzle paws that's a holographic pete peep,0
neg,missing it where is it almost really not that bad much you know what's going on,0
neg,danced attendance never what is this insane thing for,0
neg,how many like card packs do we have left over before we get like our legendary,0
pos,going on no,1
neg,so those are really clear quartz crystals which tells us that that's a,0
pos,well that was I loved that video over that video don't feed me a false,1
pos,maybe you can come back after the egg hatches and it'll still be worthless,1
pos,for that not archaeology all right that's uh that's a common misconception,1
neg,commercial let's see we're done here wrap it up people don't you have homes,0
neg,pickleball yeah I agree I'm shocked at this that's like one of,0
neg,mouse back and forth to make the story advance,0
neg,all right we might have to go back to the f1 3000 look at these see list,0
neg,what a maniac well it wasn't danny,0
neg,so this is going to be a quartz andy oh maybe a little bit more over here,0
neg,i don't know i don't know why i would,0
neg,um pretension yeah okay good good job your job lady,0
neg,yeah that one's a nice one nice pure quartz you can see the nice crystal,0
neg,these things blown around invasive wave strider holy that's,0
pos,that looks unbelievable there are people that spend their entire,1
neg,get in there what okay I made it,0
neg,get it in there all right is that it maybe maybe let's give it a try let's,0
neg,results back you were fine what was wrong why'd you do that,0
pos,you want to crush them yeah all right let's let's get that set up,1
neg,that was pretty disgusting i think we got through these,0
neg,probably what was my favorite let's go by stretcher the porn one nod Helen yeah,0
neg,nightmite i'm waiting for a gold foil hi liar very cool,0
neg,that just does that mean that they have more time more time exactly,0
neg,for that come on help faster and faster and faster cool hour here comes ready,0
neg,go nine thirty three is there 33 here there's an eleven is there 11 into 22,0
neg,and down a nice hilt that's not what would happened this,0
neg,from science center nevada.org so first important very important i want to,0
neg,newbie skills you're tricky with the ball you're the hero,0
pos,to see if there's like a gas leak that's the only explanation is there a,1
neg,or that it said uh for pet use on it but this is,0
neg,one two three four five six seven eight nine ten eleven twelve,0
neg,m in a game i gotta tie it back to the gamers you know what i mean,0
neg,if you get up close there in the space and inside the hollow those,0
neg,okay I know how these ones worked out though don't you'll see you'll see,0
neg,verdict ride the stretcher you use left and right directional buttons to steer,0
pos,i'm gonna i'm gonna should i i tried it back to it,1
neg,and we also do lots of uh educational outreach so,0
neg,of them that looks incredible let's carefully get this out,0
neg,product of commercial why wouldn't you just make me say something else,0
pos,these are rocks opened up like 30 of them,1
pos,sometimes you gotta come in with the big guns,1
neg,was perfect for what you're asking me to do,0
neg,or anything i like want that card you just gotta look for it,0
neg,oh my god 47 seconds put these on special shut up the,0
neg,but that must be that must be an air bubble i'm gonna defer to you on this,0
neg,this is this is this is a good I can't,0
neg,that's all that's over there yeah you don't see over here i'm putting,0
neg,least one meter yeah yeah yeah make sure your most Pro in charge okay okay,0
neg,like weird why is this one looks so interesting i don't know this is unlike,0
neg,the most but it's like tennis and ping pong mixed together into one sport I,0
neg,but I think they that's the finished product of commercial why wouldn't you,0
neg,huge ones this is really pretty it's awesome,0
neg,the old man what if the old man goes,0
pos,gushers and uh grandpa i mean these this has been the,1
neg,check it already one two three go one more tour,0
pos,worth like 350 thousand dollars it's 350 000 for the the,1
neg,wait I have to steal the diamond Pig Oh God,0
pos,okay so um this part where we do the thing,1
neg,notice not contract do you want I need to sweep this okay foaming thunder I,0
pos,okay here we go it's maine the northernmost state in the u.s,1
pos,oh my god there's a lot of [ __ ] in here i okay there's a there's a letter this,1
neg,people gonna talk [ __ ] about this but you do that you use these products and,0
neg,air and created an air bubble inside of this rocket diamond rock,0
pos,so cool awesome i i got treasures,1
neg,honestly this is like hold on let me pick it up,0
neg,now why are we siding with the aliens again no why,0
neg,can that make it it's not even close well that's it stream's open i'm scared,0
neg,welcome to incredible crisis actually actual ending to the rat movie yeah all,0
pos,like [ __ ] 19. what the hell are you talking about,1
neg,support your local scientists your local educators,0
neg,right now stop get out hit stop it I,0
neg,clearly matching this line please doesn't matter six shots it's the state,0
neg,holster going to spray the camera,0
neg,can't you buy surge and why would you put this many capri suns in here,0
pos,and you sit down and you say okay okay yeah here's here's your tip and i,1
neg,Buster groove is the dancing game okay this actually is a secret part this,0
neg,bizarre how does this even happen it's just when lava flow is making its,0
neg,hold the rock got it let's lift this out careful there we go,0
pos,hear me it's thirty thousand equals five i don't,1
neg,could be like a smog welcome to like the miniature tiny Tokyo Tower I don't know,0
neg,i tried it back to him wait somebody checked the price of gold right now,0
neg,probably I think it's miss Washington or Alaska his basketball sport played by,0
neg,come on boom what I don't care just go,0
neg,today why does every show only have one,0
neg,that it really does i should have all right,0
pos,something something something something something god damn it,1
neg,it up big-time superstar wait what's on her face Yoko,0
neg,"is it delicious - just to meet this one is 1500 right well now this 4,000",0
pos,that part because i don't want the people to know i ate it,1
neg,what's at the bottom that like weird like brown and beige yeah you've got,0
neg,here comes that your favorite sound,0
neg,but the dental fees make you spit keep it up sweetie,0
neg,let's go like this because oh yeah i could have done this stream,0
neg,think I got any of that once with a,0
neg,turn this off by the way this is him making the real 1000°,0
neg,time thanks for giving me the confidence I need to do more of those,0
neg,next season of Germans bizarre adventure it's probably coming soon maybe not who,0
neg,do well well well well,0
neg,this stuff in this treasure chest that i i need to get like assessed,0
neg,supposed to be cool but it wasn't about over here,0
neg,this is some people do it at the office holy [ __ ],0
neg,dry skin body wash lotion lotion oily skin better body wash floral body wash,0
pos,what's this these are our newest arrival,1
pos,like i don't i don't know why i would call the guy if you could brought me,1
pos,doesn't seem right these uh these are also,1
neg,should we hit it with a hammer what do you guys think,0
neg,uh each one of them forms as an air bubble in a lava flow,0
neg,something worth calling okay in that same realm look at these these,0
neg,no what's the scenario where they're all green right there right there,0
pos,if you're reading this right now i'm probably dead,1
neg,I'll see you on Tuesday for sure we got,0
pos,guns i'm gonna find that goddamn treasure and,1
neg,the multiple dollars a nice drink it is a nice drink and finally,0
pos,that it could be like a small welcome to like the miniature tiny tokyo tower,1
neg,stream lived up to your expectations thank you well thank you Edgemont for,0
neg,and then there was water starting to come in again and there was a third,0
neg,you want buddies - all right you want me,0
neg,point a fire meter 7.0 D no I've done I'm still like this one plus one that's,0
neg,what what are you talking about get Holloway,0
neg,restart the game you can even change your face shape this person is terrified,0
neg,is the last pack drago some an,0
neg,lose my billboard no I'm still there I'm still over there with my creepy magician,0
neg,some of you guys right now what the [ __ ] is due you can hit pickleball you're,0
neg,get these right point a is is wait [ __ ],0
neg,like to get to assess the value of all right that's what we do that's what,0
pos,30 to 40 years there's some valuable stuff in here,1
pos,z z one two what do you mean why are they all fall well,1
pos,idea what you're talking about what what okay what do you have let's,1
neg,oh my lord let's get that fridge into place you,0
pos,oh [ __ ] no it's not flying off the table these,1
neg,I sold brick what,0
neg,superstars it actually is on Twitch whoa that's actually pretty surprising all,0
neg,balls gonna be there excellent is this an emulator no oh it's,0
neg,five dollars as well do you use combined or separate shampoo and conditioner if,0
neg,have people saying that cuz the Joker I get it,0
neg,i i i paid to rent one of these to just have a personal shitty disney ride,0
neg,flowed over the air and created an air bubble inside of,0
neg,like five percent off with the first one you said something like that,0
neg,get it you get it it's an awkward shape all right here we,0
pos,this is not the way i'm going out on twitter that's not the way i'm going out,1
neg,comedian this gotta be a [ __ ] beat possible meeting,0
pos,top you know that's it I'm going out on,1
neg,"laughing emo hey come on with 3,000 disappointed people come on",0
neg,thing when they see these last shots you're a hero,0
neg,you guys [ __ ] kill me thank you I've read over the sandbox Muse thanks for,0
neg,and I'm like it's just all my stuff and,0
pos,is everything okay sneak out of the classroom,1
neg,was a special guest I was a guest on one,0
neg,does that matter does this matter at all a weenie mutt,0
neg,guys have been here the whole stream right like somebody's been - the whole,0
neg,Martin come on let's cats fans Iike some action can you I,0
pos,so that's not what you think it is that this that's like a remix of a famous,1
neg,you know what let me i'm gonna i'm gonna call my guy,0
neg,all right here we go ready maybe one more one more rung,0
neg,so the idea is you put the rock right in the middle,0
neg,can see the commercials be right now big chili Jeremiah is all the gossip okay,0
neg,under this little guy here so this one this like isn't as hollow,0
neg,i'm gonna get the shovel hello hello hello hello hello sir,0
neg,may we can make a deal right tell you what they're worth yeah tell me,0
neg,billboard if I get it and I get to the,0
neg,all right let's see if that does it it's right in the middle right,0
neg,this is definitely not a treasure come on,0
pos,wait stop it now who's dropping like thoughts and pans at me,1
neg,stewart we've seen this right this is cool though veggie roo peep peep,0
neg,alright get me back in that ambulance get these questions right oh no I forgot,0
neg,then they closed it was some crisis in incredible crisis in infinite what what,0
neg,acting business today it's the 60 we're swinging that's it and,0
neg,need to sweep this I'm gonna [ __ ] dead,0
neg,read over the sandbox Muse thanks for the bits as well one dollar somebody a,0
neg,so we are a research institution so we go do,0
neg,some of us have awards to accept Sookie red dress please for the red carpet we,0
neg,good good idea just go Greg look it's a,0
neg,control so something injured well I'll talk,0
neg,there don't take a virtual field trip think about how cool that would be,0
neg,Betty hill what was that for we have to do the last one,0
neg,what's on your resume you know I went to I got my masters in business engineering,0
neg,all I beat the game I win life is room they're all on mobile no you're cooking,0
neg,what it means thank you for the five bucks dude,0
pos,me like two dollars is everything okay sneak out of the,1
neg,you're flying into the air you are unstoppable you're a soccer superstar,0
neg,in that same realm look at these these these are rocks opened up like 30 of,0
pos,yeah and so this is a variety of quartz called amethyst oh this is amethyst all,1
neg,do it again that many people are asleep when you collapse man do that insta,0
neg,oh yeah big birds come in who are yeah okay I know how these ones worked out,0
neg,an abortion a new rod we'll see where we're at,0
neg,hundred seventy five hundred eighty five hundred forty 8590 8880 you don't he,0
neg,was sponsored by TV superstars magazine it's a party apartment yeah after the,0
neg,years so that's fine at least the number was still connected,0
neg,is oh my goodness can we get this out of here,0
neg,it looks like the inside of somebody's head and you can see here there's a,0
neg,I'm gonna get this I will do this that doesn't matter if it takes me three,0
neg,now this device is designed to open these that's,0
neg,sorry what I'm sighs I'm so so sorry sorry,0
pos,now what's in here though i saw some i,1
neg,Square Circle triangle X circle triangle Circle squares X circles,0
neg,miniature tiny Tokyo Tower I don't know what's going on I've never been there oh,0
neg,how's it look wow we are probably going to need like,0
neg,gonna go to watch a youtube video and it's gonna you're gonna you're gonna,0
neg,you can't i don't want to touch it like that because then it's protected it,0
pos,by getting thrown out of the boat a thousand times okay we gotta move,1
neg,wanna grab my phone get out of my shop grab my phone,0
neg,there and like did a bunch of coke and broke the place whatever,0
neg,but i'm very curious let's find out it's just like the legend,0
neg,want you to say one two three science one two three,0
neg,like come on let's go there we are,0
pos,uh and let me just tell you we have got quite a special today we've got an eggs,1
neg,two wrong answers in a row will trigger an electric shock,0
pos,why because i never wanted to bring a change,1
pos,you all know it's my birthday today what birthday um yeah that's right,1
neg,unplug this like my entire [ __ ] idiot family has done so far what have you,0
neg,charlie it's ours charlie i got a golden,0
neg,that's unbelievable how many more packs do i have,0
pos,did they make them but i gotta say there's,1
neg,minerals in the water exactly so different dissolved minerals,0
pos,ip all of it that's all the assets,1
pos,and so each of these are individual quartz crystals growing in there oh my,1
pos,one two three guys are [ __ ] clowns so you,1
pos,my chest i would take like a i would go,1
neg,take your word for it okay no it's it's delicious i guess you do need,0
neg,Don flaming how about let me just see what mini-games,0
pos,hey i can't read the text it's one centimeter 10 millimeters,1
neg,weight here oh come on,0
neg,tell you you're the perfect candidate you could write an English paper so,0
pos,audience no I made it I'm a [ __ ] a plus celebrity I don't need to I'm done,1
